boom_user_id,friends_count
bm_usr_000114,3
bm_usr_000115,5
bm_usr_000116,2
bm_usr_000117,4
bm_usr_000118,1
bm_usr_000119,2
bm_usr_000120,3
bm_usr_000121,4
bm_usr_000122,2
bm_usr_000123,5
bm_usr_000124,4
bm_usr_000125,5
bm_usr_000126,9
bm_usr_000127,1
bm_usr_000128,3
bm_usr_000129,1
bm_usr_000130,2
bm_usr_000131,4
bm_usr_000132,2
bm_usr_000133,4
bm_usr_000134,7
bm_usr_000135,4
bm_usr_000136,2
bm_usr_000137,7
bm_usr_000138,9
bm_usr_000139,7
bm_usr_000140,4
bm_usr_000141,1
bm_usr_000142,5
bm_usr_000143,2
bm_usr_000144,7
bm_usr_000145,3
bm_usr_000146,4
bm_usr_000147,2
bm_usr_000148,2
bm_usr_000149,11
bm_usr_000150,4
bm_usr_000151,7
bm_usr_000152,1
bm_usr_000153,12
bm_usr_000154,2
bm_usr_000155,3
bm_usr_000156,9
bm_usr_000157,3
bm_usr_000158,5
bm_usr_000159,0
bm_usr_000160,4
bm_usr_000161,1
bm_usr_000162,1
bm_usr_000163,6
bm_usr_000164,6
bm_usr_000165,3
bm_usr_000166,3
bm_usr_000167,3
bm_usr_000168,7
bm_usr_000169,1
bm_usr_000170,6
bm_usr_000171,3
bm_usr_000172,6
bm_usr_000173,4
bm_usr_000174,4
bm_usr_000175,7
bm_usr_000176,3
bm_usr_000177,4
bm_usr_000178,0
bm_usr_000179,4
bm_usr_000180,4
bm_usr_000181,2
bm_usr_000182,3
bm_usr_000183,4
bm_usr_000184,4
bm_usr_000185,3
bm_usr_000186,4
bm_usr_000187,2
bm_usr_000188,4
bm_usr_000189,2
bm_usr_000190,2
bm_usr_000191,3
bm_usr_000192,6
bm_usr_000193,4
bm_usr_000194,5
bm_usr_000195,3
bm_usr_000196,4
bm_usr_000197,2
bm_usr_000198,6
bm_usr_000199,5
bm_usr_000200,8
bm_usr_000201,15
bm_usr_000202,5
bm_usr_000203,6
bm_usr_000204,3
bm_usr_000205,5
bm_usr_000206,5
bm_usr_000207,11
bm_usr_000208,2
bm_usr_000209,6
bm_usr_000210,4
bm_usr_000211,5
bm_usr_000212,5
bm_usr_000213,4
bm_usr_000214,3
bm_usr_000215,11
bm_usr_000216,12
bm_usr_000217,2
bm_usr_000218,0
bm_usr_000219,2
bm_usr_000220,2
bm_usr_000221,9
bm_usr_000222,2
bm_usr_000223,11
bm_usr_000224,2
bm_usr_000225,3
bm_usr_000226,4
bm_usr_000227,3
bm_usr_000228,5
bm_usr_000229,4
bm_usr_000230,7
bm_usr_000231,5
bm_usr_000232,2
bm_usr_000233,1
bm_usr_000234,8
bm_usr_000235,8
bm_usr_000236,3
bm_usr_000237,1
bm_usr_000238,5
bm_usr_000239,8
bm_usr_000240,2
bm_usr_000241,2
bm_usr_000242,2
bm_usr_000243,6
bm_usr_000244,4
bm_usr_000245,5
bm_usr_000246,6
bm_usr_000247,3
bm_usr_000248,2
bm_usr_000249,5
bm_usr_000250,5
bm_usr_000251,11
bm_usr_000252,4
bm_usr_000253,1
bm_usr_000254,4
bm_usr_000255,1
bm_usr_000256,1
bm_usr_000257,4
bm_usr_000258,2
bm_usr_000259,3
bm_usr_000260,2
bm_usr_000261,1
bm_usr_000262,4
bm_usr_000263,2
bm_usr_000264,3
bm_usr_000265,6
bm_usr_000266,3
bm_usr_000267,4
bm_usr_000268,4
bm_usr_000269,3
bm_usr_000270,4
bm_usr_000271,11
bm_usr_000272,5
bm_usr_000273,1
bm_usr_000274,0
bm_usr_000275,10
bm_usr_000276,3
bm_usr_000277,3
bm_usr_000278,2
bm_usr_000279,1
bm_usr_000280,1
bm_usr_000281,5
bm_usr_000282,1
bm_usr_000283,3
bm_usr_000284,8
bm_usr_000285,6
bm_usr_000286,6
bm_usr_000287,7
bm_usr_000288,3
bm_usr_000289,5
bm_usr_000290,4
bm_usr_000291,2
bm_usr_000292,0
bm_usr_000293,7
bm_usr_000294,10
bm_usr_000295,5
bm_usr_000296,6
bm_usr_000297,3
bm_usr_000298,4
bm_usr_000299,5
bm_usr_000300,4
bm_usr_000301,4
bm_usr_000302,2
bm_usr_000303,7
bm_usr_000304,3
bm_usr_000305,4
bm_usr_000306,5
bm_usr_000307,5
bm_usr_000308,1
bm_usr_000309,9
bm_usr_000310,8
bm_usr_000311,3
bm_usr_000312,3
bm_usr_000313,2
bm_usr_000314,4
bm_usr_000315,6
bm_usr_000316,5
bm_usr_000317,4
bm_usr_000318,1
bm_usr_000319,5
bm_usr_000320,6
bm_usr_000321,3
bm_usr_000322,7
bm_usr_000323,4
bm_usr_000324,7
bm_usr_000325,5
bm_usr_000326,2
bm_usr_000327,2
bm_usr_000328,5
bm_usr_000329,5
bm_usr_000330,3
bm_usr_000331,6
bm_usr_000332,0
bm_usr_000333,4
bm_usr_000334,1
bm_usr_000335,9
bm_usr_000336,3
bm_usr_000337,5
bm_usr_000338,3
bm_usr_000339,6
bm_usr_000340,9
bm_usr_000341,5
bm_usr_000342,3
bm_usr_000343,4
bm_usr_000344,3
bm_usr_000345,6
bm_usr_000346,2
bm_usr_000347,4
bm_usr_000348,5
bm_usr_000349,6
bm_usr_000350,2
bm_usr_000351,2
bm_usr_000352,2
bm_usr_000353,4
bm_usr_000354,7
bm_usr_000355,8
bm_usr_000356,6
bm_usr_000357,12
bm_usr_000358,8
bm_usr_000359,1
bm_usr_000360,2
bm_usr_000361,4
bm_usr_000362,3
bm_usr_000363,5
bm_usr_000364,3
bm_usr_000365,12
bm_usr_000366,3
bm_usr_000367,5
bm_usr_000368,3
bm_usr_000369,12
bm_usr_000370,2
bm_usr_000371,8
bm_usr_000372,3
bm_usr_000373,3
bm_usr_000374,7
bm_usr_000375,1
bm_usr_000376,4
bm_usr_000377,3
bm_usr_000378,2
bm_usr_000379,4
bm_usr_000380,4
bm_usr_000381,9
bm_usr_000382,2
bm_usr_000383,2
bm_usr_000384,3
bm_usr_000385,1
bm_usr_000386,5
bm_usr_000387,3
bm_usr_000388,5
bm_usr_000389,3
bm_usr_000390,4
bm_usr_000391,7
bm_usr_000392,4
bm_usr_000393,4
bm_usr_000394,1
bm_usr_000395,10
bm_usr_000396,8
bm_usr_000397,3
bm_usr_000398,4
bm_usr_000399,5
bm_usr_000400,6
bm_usr_000401,7
bm_usr_000402,3
bm_usr_000403,0
bm_usr_000404,3
bm_usr_000405,3
bm_usr_000406,3
bm_usr_000407,1
bm_usr_000408,4
bm_usr_000409,3
bm_usr_000410,4
bm_usr_000411,1
bm_usr_000412,3
bm_usr_000413,7
bm_usr_000414,9
bm_usr_000415,3
bm_usr_000416,11
bm_usr_000417,8
bm_usr_000418,5
bm_usr_000419,3
bm_usr_000420,3
bm_usr_000421,7
bm_usr_000422,5
bm_usr_000423,5
bm_usr_000424,3
bm_usr_000425,3
bm_usr_000426,4
bm_usr_000427,9
bm_usr_000428,0
bm_usr_000429,2
bm_usr_000430,5
bm_usr_000431,2
bm_usr_000432,8
bm_usr_000433,3
bm_usr_000434,5
bm_usr_000435,3
bm_usr_000436,2
bm_usr_000437,0
bm_usr_000438,3
bm_usr_000439,4
bm_usr_000440,5
bm_usr_000441,5
bm_usr_000442,4
bm_usr_000443,1
bm_usr_000444,3
bm_usr_000445,4
bm_usr_000446,4
bm_usr_000447,10
bm_usr_000448,4
bm_usr_000449,1
bm_usr_000450,3
bm_usr_000451,2
bm_usr_000452,3
bm_usr_000453,6
bm_usr_000454,5
bm_usr_000455,4
bm_usr_000456,3
bm_usr_000457,2
bm_usr_000458,1
bm_usr_000459,2
bm_usr_000460,12
bm_usr_000461,20
bm_usr_000462,3
bm_usr_000463,5
bm_usr_000464,3
bm_usr_000465,5
bm_usr_000466,7
bm_usr_000467,5
bm_usr_000468,6
bm_usr_000469,5
bm_usr_000470,2
bm_usr_000471,4
bm_usr_000472,2
bm_usr_000473,1
bm_usr_000474,1
bm_usr_000475,4
bm_usr_000476,2
bm_usr_000477,10
bm_usr_000478,1
bm_usr_000479,2
bm_usr_000480,1
bm_usr_000481,15
bm_usr_000482,8
bm_usr_000483,5
bm_usr_000484,7
bm_usr_000485,4
bm_usr_000486,6
bm_usr_000487,4
bm_usr_000488,14
bm_usr_000489,4
bm_usr_000490,5
bm_usr_000491,1
bm_usr_000492,5
bm_usr_000493,5
bm_usr_000494,3
bm_usr_000495,5
bm_usr_000496,11
bm_usr_000497,13
bm_usr_000498,4
bm_usr_000499,4
bm_usr_000500,5
bm_usr_000501,0
bm_usr_000502,1
bm_usr_000503,7
bm_usr_000504,3
bm_usr_000505,2
bm_usr_000506,2
bm_usr_000507,9
bm_usr_000508,6
bm_usr_000509,4
bm_usr_000510,8
bm_usr_000511,6
bm_usr_000512,0
bm_usr_000513,2
bm_usr_000514,3
bm_usr_000515,4
bm_usr_000516,7
bm_usr_000517,8
bm_usr_000518,4
bm_usr_000519,6
bm_usr_000520,2
bm_usr_000521,2
bm_usr_000522,2
bm_usr_000523,1
bm_usr_000524,5
bm_usr_000525,5
bm_usr_000526,4
bm_usr_000527,8
bm_usr_000528,5
bm_usr_000529,2
bm_usr_000530,5
bm_usr_000531,4
bm_usr_000532,2
bm_usr_000533,10
bm_usr_000534,8
bm_usr_000535,9
bm_usr_000536,7
bm_usr_000537,9
bm_usr_000538,5
bm_usr_000539,7
bm_usr_000540,2
bm_usr_000541,6
bm_usr_000542,5
bm_usr_000543,5
bm_usr_000544,4
bm_usr_000545,3
bm_usr_000546,7
bm_usr_000547,3
bm_usr_000548,1
bm_usr_000549,5
bm_usr_000550,8
bm_usr_000551,0
bm_usr_000552,9
bm_usr_000553,7
bm_usr_000554,6
bm_usr_000555,6
bm_usr_000556,8
bm_usr_000557,4
bm_usr_000558,13
bm_usr_000559,7
bm_usr_000560,5
bm_usr_000561,1
bm_usr_000562,2
bm_usr_000563,2
bm_usr_000564,12
bm_usr_000565,2
bm_usr_000566,7
bm_usr_000567,4
bm_usr_000568,10
bm_usr_000569,3
bm_usr_000570,2
bm_usr_000571,3
bm_usr_000572,2
bm_usr_000573,2
bm_usr_000574,2
bm_usr_000575,10
bm_usr_000576,5
bm_usr_000577,4
bm_usr_000578,3
bm_usr_000579,2
bm_usr_000580,4
bm_usr_000581,1
bm_usr_000582,8
bm_usr_000583,2
bm_usr_000584,2
bm_usr_000585,3
bm_usr_000586,4
bm_usr_000587,6
bm_usr_000588,8
bm_usr_000589,2
bm_usr_000590,5
bm_usr_000591,3
bm_usr_000592,1
bm_usr_000593,6
bm_usr_000594,3
bm_usr_000595,6
bm_usr_000596,3
bm_usr_000597,3
bm_usr_000598,4
bm_usr_000599,8
bm_usr_000600,4
bm_usr_000601,3
bm_usr_000602,10
bm_usr_000603,4
bm_usr_000604,5
bm_usr_000605,1
bm_usr_000606,6
bm_usr_000607,4
bm_usr_000608,3
bm_usr_000609,8
bm_usr_000610,8
bm_usr_000611,2
bm_usr_000612,1
bm_usr_000613,7
bm_usr_000614,4
bm_usr_000615,3
bm_usr_000616,9
bm_usr_000617,2
bm_usr_000618,1
bm_usr_000619,0
bm_usr_000620,4
bm_usr_000621,6
bm_usr_000622,4
bm_usr_000623,1
bm_usr_000624,3
bm_usr_000625,5
bm_usr_000626,3
bm_usr_000627,5
bm_usr_000628,10
bm_usr_000629,2
bm_usr_000630,0
bm_usr_000631,9
bm_usr_000632,4
bm_usr_000633,8
bm_usr_000634,4
bm_usr_000635,6
bm_usr_000636,7
bm_usr_000637,1
bm_usr_000638,6
bm_usr_000639,5
bm_usr_000640,4
bm_usr_000641,7
bm_usr_000642,1
bm_usr_000643,4
bm_usr_000644,4
bm_usr_000645,1
bm_usr_000646,6
bm_usr_000647,1
bm_usr_000648,5
bm_usr_000649,4
bm_usr_000650,10
bm_usr_000651,7
bm_usr_000652,9
bm_usr_000653,0
bm_usr_000654,5
bm_usr_000655,2
bm_usr_000656,4
bm_usr_000657,8
bm_usr_000658,1
bm_usr_000659,4
bm_usr_000660,8
bm_usr_000661,5
bm_usr_000662,3
bm_usr_000663,3
bm_usr_000664,7
bm_usr_000665,8
bm_usr_000666,4
bm_usr_000667,4
bm_usr_000668,4
bm_usr_000669,2
bm_usr_000670,9
bm_usr_000671,3
bm_usr_000672,1
bm_usr_000673,4
bm_usr_000674,4
bm_usr_000675,2
bm_usr_000676,2
bm_usr_000677,6
bm_usr_000678,5
bm_usr_000679,1
bm_usr_000680,4
bm_usr_000681,5
bm_usr_000682,5
bm_usr_000683,0
bm_usr_000684,2
bm_usr_000685,2
bm_usr_000686,5
bm_usr_000687,5
bm_usr_000688,4
bm_usr_000689,3
bm_usr_000690,2
bm_usr_000691,6
bm_usr_000692,4
bm_usr_000693,9
bm_usr_000694,0
bm_usr_000695,5
bm_usr_000696,12
bm_usr_000697,3
bm_usr_000698,5
bm_usr_000699,9
bm_usr_000700,6
bm_usr_000701,3
bm_usr_000702,5
bm_usr_000703,1
bm_usr_000704,2
bm_usr_000705,7
bm_usr_000706,4
bm_usr_000707,4
bm_usr_000708,3
bm_usr_000709,2
bm_usr_000710,3
bm_usr_000711,6
bm_usr_000712,3
bm_usr_000713,4
bm_usr_000714,4
bm_usr_000715,5
bm_usr_000716,3
bm_usr_000717,10
bm_usr_000718,3
bm_usr_000719,6
bm_usr_000720,6
bm_usr_000721,5
bm_usr_000722,8
bm_usr_000723,4
bm_usr_000724,5
bm_usr_000725,7
bm_usr_000726,2
bm_usr_000727,7
bm_usr_000728,5
bm_usr_000729,4
bm_usr_000730,0
bm_usr_000731,6
bm_usr_000732,5
bm_usr_000733,4
bm_usr_000734,3
bm_usr_000735,5
bm_usr_000736,3
bm_usr_000737,3
bm_usr_000738,3
bm_usr_000739,3
bm_usr_000740,3
bm_usr_000741,2
bm_usr_000742,4
bm_usr_000743,4
bm_usr_000744,4
bm_usr_000745,9
bm_usr_000746,2
bm_usr_000747,3
bm_usr_000748,4
bm_usr_000749,9
bm_usr_000750,2
bm_usr_000751,1
bm_usr_000752,4
bm_usr_000753,8
bm_usr_000754,0
bm_usr_000755,2
bm_usr_000756,4
bm_usr_000757,2
bm_usr_000758,0
bm_usr_000759,7
bm_usr_000760,4
bm_usr_000761,2
bm_usr_000762,3
bm_usr_000763,7
bm_usr_000764,5
bm_usr_000765,9
bm_usr_000766,2
bm_usr_000767,4
bm_usr_000768,7
bm_usr_000769,5
bm_usr_000770,1
bm_usr_000771,2
bm_usr_000772,4
bm_usr_000773,1
bm_usr_000774,1
bm_usr_000775,4
bm_usr_000776,3
bm_usr_000777,5
bm_usr_000778,4
bm_usr_000779,4
bm_usr_000780,4
bm_usr_000781,1
bm_usr_000782,6
bm_usr_000783,4
bm_usr_000784,3
bm_usr_000785,4
bm_usr_000786,3
bm_usr_000787,6
bm_usr_000788,2
bm_usr_000789,3
bm_usr_000790,4
bm_usr_000791,10
bm_usr_000792,3
bm_usr_000793,4
bm_usr_000794,3
bm_usr_000795,5
bm_usr_000796,1
bm_usr_000797,3
bm_usr_000798,2
bm_usr_000799,9
bm_usr_000800,4
bm_usr_000801,1
bm_usr_000802,5
bm_usr_000803,6
bm_usr_000804,1
bm_usr_000805,4
bm_usr_000806,8
bm_usr_000807,3
bm_usr_000808,3
bm_usr_000809,5
bm_usr_000810,1
bm_usr_000811,5
bm_usr_000812,3
bm_usr_000813,3
bm_usr_000814,7
bm_usr_000815,2
bm_usr_000816,3
bm_usr_000817,4
bm_usr_000818,3
bm_usr_000819,6
bm_usr_000820,6
bm_usr_000821,4
bm_usr_000822,4
bm_usr_000823,3
bm_usr_000824,4
bm_usr_000825,5
bm_usr_000826,3
bm_usr_000827,4
bm_usr_000828,11
bm_usr_000829,2
bm_usr_000830,3
bm_usr_000831,5
bm_usr_000832,4
bm_usr_000833,1
bm_usr_000834,1
bm_usr_000835,4
bm_usr_000836,3
bm_usr_000837,9
bm_usr_000838,2
bm_usr_000839,4
bm_usr_000840,6
bm_usr_000841,3
bm_usr_000842,3
bm_usr_000843,4
bm_usr_000844,9
bm_usr_000845,4
bm_usr_000846,2
bm_usr_000847,7
bm_usr_000848,1
bm_usr_000849,3
bm_usr_000850,5
bm_usr_000851,6
bm_usr_000852,4
bm_usr_000853,0
bm_usr_000854,1
bm_usr_000855,4
bm_usr_000856,8
bm_usr_000857,3
bm_usr_000858,7
bm_usr_000859,5
bm_usr_000860,4
bm_usr_000861,3
bm_usr_000862,6
bm_usr_000863,6
bm_usr_000864,4
bm_usr_000865,5
bm_usr_000866,3
bm_usr_000867,2
bm_usr_000868,4
bm_usr_000869,2
bm_usr_000870,3
bm_usr_000871,0
bm_usr_000872,10
bm_usr_000873,7
bm_usr_000874,3
bm_usr_000875,2
bm_usr_000876,4
bm_usr_000877,2
bm_usr_000878,6
bm_usr_000879,2
bm_usr_000880,5
bm_usr_000881,5
bm_usr_000882,7
bm_usr_000883,3
bm_usr_000884,8
bm_usr_000885,4
bm_usr_000886,0
bm_usr_000887,9
bm_usr_000888,2
bm_usr_000889,1
bm_usr_000890,5
bm_usr_000891,4
bm_usr_000892,4
bm_usr_000893,12
bm_usr_000894,3
bm_usr_000895,5
bm_usr_000896,2
bm_usr_000897,3
bm_usr_000898,4
bm_usr_000899,6
bm_usr_000900,2
bm_usr_000901,3
bm_usr_000902,10
bm_usr_000903,4
bm_usr_000904,3
bm_usr_000905,2
bm_usr_000906,9
bm_usr_000907,4
bm_usr_000908,4
bm_usr_000909,0
bm_usr_000910,4
bm_usr_000911,4
bm_usr_000912,1
bm_usr_000913,3
bm_usr_000914,9
bm_usr_000915,2
bm_usr_000916,5
bm_usr_000917,1
bm_usr_000918,3
bm_usr_000919,2
bm_usr_000920,3
bm_usr_000921,5
bm_usr_000922,8
bm_usr_000923,3
bm_usr_000924,4
bm_usr_000925,9
bm_usr_000926,7
bm_usr_000927,10
bm_usr_000928,4
bm_usr_000929,3
bm_usr_000930,3
bm_usr_000931,3
bm_usr_000932,1
bm_usr_000933,9
bm_usr_000934,4
bm_usr_000935,2
bm_usr_000936,3
bm_usr_000937,2
bm_usr_000938,3
bm_usr_000939,2
bm_usr_000940,3
bm_usr_000941,10
bm_usr_000942,3
bm_usr_000943,2
bm_usr_000944,4
bm_usr_000945,4
bm_usr_000946,3
bm_usr_000947,2
bm_usr_000948,3
bm_usr_000949,4
bm_usr_000950,2
bm_usr_000951,3
bm_usr_000952,3
bm_usr_000953,2
bm_usr_000954,4
bm_usr_000955,5
bm_usr_000956,2
bm_usr_000957,10
bm_usr_000958,6
bm_usr_000959,2
bm_usr_000960,4
bm_usr_000961,4
bm_usr_000962,1
bm_usr_000963,3
bm_usr_000964,5
bm_usr_000965,7
bm_usr_000966,5
bm_usr_000967,0
bm_usr_000968,4
bm_usr_000969,3
bm_usr_000970,1
bm_usr_000971,4
bm_usr_000972,2
bm_usr_000973,3
bm_usr_000974,2
bm_usr_000975,4
bm_usr_000976,1
bm_usr_000977,3
bm_usr_000978,6
bm_usr_000979,2
bm_usr_000980,3
bm_usr_000981,2
bm_usr_000982,7
bm_usr_000983,3
bm_usr_000984,9
bm_usr_000985,5
bm_usr_000986,9
bm_usr_000987,4
bm_usr_000988,5
bm_usr_000989,8
bm_usr_000990,11
bm_usr_000991,6
bm_usr_000992,3
bm_usr_000993,4
bm_usr_000994,3
bm_usr_000995,4
bm_usr_000996,6
bm_usr_000997,5
bm_usr_000998,11
bm_usr_000999,1
bm_usr_001000,4
bm_usr_001001,4
bm_usr_001002,2
bm_usr_001003,2
bm_usr_001004,7
bm_usr_001005,2
bm_usr_001006,2
bm_usr_001007,5
bm_usr_001008,4
bm_usr_001009,2
bm_usr_001010,4
bm_usr_001011,4
bm_usr_001012,3
bm_usr_001013,1
bm_usr_001014,3
bm_usr_001015,4
bm_usr_001016,2
bm_usr_001017,2
bm_usr_001018,1
bm_usr_001019,8
bm_usr_001020,1
bm_usr_001021,5
bm_usr_001022,4
bm_usr_001023,3
bm_usr_001024,4
bm_usr_001025,0
bm_usr_001026,0
bm_usr_001027,4
bm_usr_001028,5
bm_usr_001029,4
bm_usr_001030,5
bm_usr_001031,8
bm_usr_001032,9
bm_usr_001033,4
bm_usr_001034,2
bm_usr_001035,4
bm_usr_001036,4
bm_usr_001037,1
bm_usr_001038,4
bm_usr_001039,4
bm_usr_001040,3
bm_usr_001041,9
bm_usr_001042,8
bm_usr_001043,6
bm_usr_001044,1
bm_usr_001045,8
bm_usr_001046,6
bm_usr_001047,3
bm_usr_001048,4
bm_usr_001049,4
bm_usr_001050,3
bm_usr_001051,5
bm_usr_001052,5
bm_usr_001053,2
bm_usr_001054,5
bm_usr_001055,3
bm_usr_001056,1
bm_usr_001057,5
bm_usr_001058,4
bm_usr_001059,5
bm_usr_001060,1
bm_usr_001061,2
bm_usr_001062,6
bm_usr_001063,5
bm_usr_001064,3
bm_usr_001065,3
bm_usr_001066,11
bm_usr_001067,2
bm_usr_001068,4
bm_usr_001069,4
bm_usr_001070,6
bm_usr_001071,6
bm_usr_001072,5
bm_usr_001073,2
bm_usr_001074,4
bm_usr_001075,3
bm_usr_001076,3
bm_usr_001077,2
bm_usr_001078,10
bm_usr_001079,0
bm_usr_001080,3
bm_usr_001081,3
bm_usr_001082,2
bm_usr_001083,4
bm_usr_001084,5
bm_usr_001085,5
bm_usr_001086,3
bm_usr_001087,2
bm_usr_001088,2
bm_usr_001089,3
bm_usr_001090,8
bm_usr_001091,3
bm_usr_001092,2
bm_usr_001093,5
bm_usr_001094,2
bm_usr_001095,12
bm_usr_001096,10
bm_usr_001097,1
bm_usr_001098,7
bm_usr_001099,5
bm_usr_001100,4
bm_usr_001101,3
bm_usr_001102,2
bm_usr_001103,5
bm_usr_001104,5
bm_usr_001105,5
bm_usr_001106,5
bm_usr_001107,2
bm_usr_001108,5
bm_usr_001109,4
bm_usr_001110,3
bm_usr_001111,4
bm_usr_001112,7
bm_usr_001113,5
bm_usr_001114,1
bm_usr_001115,3
bm_usr_001116,2
bm_usr_001117,3
bm_usr_001118,3
bm_usr_001119,12
bm_usr_001120,1
bm_usr_001121,7
bm_usr_001122,3
bm_usr_001123,2
bm_usr_001124,4
bm_usr_001125,4
bm_usr_001126,3
bm_usr_001127,1
bm_usr_001128,2
bm_usr_001129,6
bm_usr_001130,3
bm_usr_001131,3
bm_usr_001132,3
bm_usr_001133,2
bm_usr_001134,5
bm_usr_001135,2
bm_usr_001136,7
bm_usr_001137,9
bm_usr_001138,4
bm_usr_001139,5
bm_usr_001140,5
bm_usr_001141,5
bm_usr_001142,3
bm_usr_001143,4
bm_usr_001144,2
bm_usr_001145,9
bm_usr_001146,3
bm_usr_001147,5
bm_usr_001148,8
bm_usr_001149,3
bm_usr_001150,1
bm_usr_001151,8
bm_usr_001152,6
bm_usr_001153,6
bm_usr_001154,2
bm_usr_001155,4
bm_usr_001156,5
bm_usr_001157,4
bm_usr_001158,5
bm_usr_001159,0
bm_usr_001160,4
bm_usr_001161,8
bm_usr_001162,12
bm_usr_001163,4
bm_usr_001164,7
bm_usr_001165,4
bm_usr_001166,6
bm_usr_001167,3
bm_usr_001168,4
bm_usr_001169,4
bm_usr_001170,3
bm_usr_001171,6
bm_usr_001172,11
bm_usr_001173,4
bm_usr_001174,4
bm_usr_001175,2
bm_usr_001176,5
bm_usr_001177,3
bm_usr_001178,3
bm_usr_001179,15
bm_usr_001180,5
bm_usr_001181,4
bm_usr_001182,1
bm_usr_001183,4
bm_usr_001184,8
bm_usr_001185,4
bm_usr_001186,3
bm_usr_001187,5
bm_usr_001188,2
bm_usr_001189,4
bm_usr_001190,12
bm_usr_001191,2
bm_usr_001192,3
bm_usr_001193,1
bm_usr_001194,3
bm_usr_001195,1
bm_usr_001196,8
bm_usr_001197,1
bm_usr_001198,4
bm_usr_001199,4
bm_usr_001200,0
bm_usr_001201,3
bm_usr_001202,3
bm_usr_001203,4
bm_usr_001204,8
bm_usr_001205,9
bm_usr_001206,4
bm_usr_001207,0
bm_usr_001208,1
bm_usr_001209,7
bm_usr_001210,11
bm_usr_001211,6
bm_usr_001212,1
bm_usr_001213,3
bm_usr_001214,4
bm_usr_001215,10
bm_usr_001216,2
bm_usr_001217,1
bm_usr_001218,3
bm_usr_001219,3
bm_usr_001220,2
bm_usr_001221,3
bm_usr_001222,8
bm_usr_001223,2
bm_usr_001224,5
bm_usr_001225,5
bm_usr_001226,4
bm_usr_001227,12
bm_usr_001228,3
bm_usr_001229,2
bm_usr_001230,10
bm_usr_001231,5
bm_usr_001232,5
bm_usr_001233,6
bm_usr_001234,0
bm_usr_001235,6
bm_usr_001236,8
bm_usr_001237,1
bm_usr_001238,5
bm_usr_001239,7
bm_usr_001240,6
bm_usr_001241,4
bm_usr_001242,5
bm_usr_001243,1
bm_usr_001244,1
bm_usr_001245,3
bm_usr_001246,2
bm_usr_001247,5
bm_usr_001248,3
bm_usr_001249,1
bm_usr_001250,4
bm_usr_001251,6
bm_usr_001252,12
bm_usr_001253,12
bm_usr_001254,3
bm_usr_001255,3
bm_usr_001256,5
bm_usr_001257,0
bm_usr_001258,2
bm_usr_001259,3
bm_usr_001260,5
bm_usr_001261,6
bm_usr_001262,4
bm_usr_001263,5
bm_usr_001264,0
bm_usr_001265,4
bm_usr_001266,0
bm_usr_001267,2
bm_usr_001268,9
bm_usr_001269,1
bm_usr_001270,4
