boom_ticket_id,boom_user_id,event_id,type,source,created_at,used,date_used
bm_tkt_0000054,bm_usr_000013,bm_evt_0048,standard,web,2026-05-31 12:00:00,true,2026-06-22 11:48:00
bm_tkt_0000055,bm_usr_000013,bm_evt_0013,standard,app,2026-06-09 12:00:00,true,2026-06-25 12:14:00
bm_tkt_0000056,bm_usr_000014,bm_evt_0018,standard,app,2026-07-23 12:00:00,true,2026-08-19 11:57:00
bm_tkt_0000057,bm_usr_000015,bm_evt_0002,membership,app,2026-01-14 12:00:00,true,2026-01-23 11:44:00
bm_tkt_0000058,bm_usr_000015,bm_evt_0016,membership,app,2026-05-17 12:00:00,true,2026-06-05 11:48:00
bm_tkt_0000059,bm_usr_000015,bm_evt_0040,membership,web,2025-09-26 12:00:00,false,
bm_tkt_0000060,bm_usr_000015,bm_evt_0029,standard,web,2025-10-18 12:00:00,false,
bm_tkt_0000061,bm_usr_000015,bm_evt_0043,standard,app,2026-02-04 12:00:00,true,2026-02-15 11:29:00
bm_tkt_0000062,bm_usr_000015,bm_evt_0052,membership,app,2025-08-06 12:00:00,true,2025-08-27 12:10:00
bm_tkt_0000063,bm_usr_000015,bm_evt_0044,free,box_office,2026-06-07 12:00:00,true,2026-06-11 11:37:00
bm_tkt_0000064,bm_usr_000015,bm_evt_0010,membership,app,2025-11-11 12:00:00,true,2025-12-04 11:54:00
bm_tkt_0000065,bm_usr_000016,bm_evt_0050,standard,web,2026-01-01 12:00:00,true,2026-01-20 12:02:00
bm_tkt_0000066,bm_usr_000016,bm_evt_0005,standard,referral,2025-11-27 12:00:00,true,2025-11-29 11:51:00
bm_tkt_0000067,bm_usr_000016,bm_evt_0039,standard,box_office,2026-03-06 12:00:00,true,2026-04-05 12:11:00
bm_tkt_0000068,bm_usr_000016,bm_evt_0034,free,referral,2026-01-15 12:00:00,true,2026-01-24 11:49:00
bm_tkt_0000069,bm_usr_000017,bm_evt_0022,standard,web,2026-06-28 12:00:00,true,2026-07-21 11:28:00
bm_tkt_0000070,bm_usr_000017,bm_evt_0022,free,app,2025-07-24 12:00:00,true,2025-08-08 12:18:00
bm_tkt_0000071,bm_usr_000017,bm_evt_0054,standard,box_office,2025-07-28 12:00:00,true,2025-08-03 11:55:00
bm_tkt_0000072,bm_usr_000018,bm_evt_0029,free,box_office,2026-02-03 12:00:00,true,2026-02-26 12:07:00
bm_tkt_0000073,bm_usr_000018,bm_evt_0017,standard,web,2025-09-06 12:00:00,true,2025-09-26 12:05:00
bm_tkt_0000074,bm_usr_000018,bm_evt_0047,standard,referral,2026-07-02 12:00:00,true,2026-07-04 11:19:00
bm_tkt_0000075,bm_usr_000019,bm_evt_0039,free,box_office,2026-01-19 12:00:00,true,2026-02-11 11:39:00
bm_tkt_0000076,bm_usr_000019,bm_evt_0020,standard,referral,2026-03-10 12:00:00,false,
bm_tkt_0000077,bm_usr_000019,bm_evt_0039,free,box_office,2025-11-01 12:00:00,true,2025-11-19 11:56:00
bm_tkt_0000078,bm_usr_000020,bm_evt_0020,membership,app,2026-03-09 12:00:00,true,2026-04-07 11:16:00
bm_tkt_0000079,bm_usr_000020,bm_evt_0033,free,web,2026-02-23 12:00:00,false,
bm_tkt_0000080,bm_usr_000020,bm_evt_0011,standard,app,2026-01-07 12:00:00,true,2026-01-09 12:16:00
bm_tkt_0000081,bm_usr_000020,bm_evt_0054,membership,web,2026-06-24 12:00:00,true,2026-07-10 11:17:00
bm_tkt_0000082,bm_usr_000020,bm_evt_0016,membership,web,2026-02-03 12:00:00,true,2026-02-14 12:03:00
bm_tkt_0000083,bm_usr_000020,bm_evt_0060,membership,referral,2026-05-16 12:00:00,false,
bm_tkt_0000084,bm_usr_000020,bm_evt_0030,standard,referral,2026-04-02 12:00:00,true,2026-04-06 11:55:00
bm_tkt_0000085,bm_usr_000020,bm_evt_0042,membership,referral,2026-07-10 12:00:00,true,2026-07-18 11:52:00
bm_tkt_0000086,bm_usr_000021,bm_evt_0034,standard,app,2026-05-29 12:00:00,false,
bm_tkt_0000087,bm_usr_000021,bm_evt_0037,free,app,2026-04-25 12:00:00,false,
bm_tkt_0000088,bm_usr_000021,bm_evt_0039,standard,referral,2026-05-03 12:00:00,true,2026-05-30 11:43:00
bm_tkt_0000089,bm_usr_000021,bm_evt_0039,standard,app,2025-12-01 12:00:00,true,2025-12-14 11:37:00
bm_tkt_0000090,bm_usr_000021,bm_evt_0015,standard,app,2026-03-24 12:00:00,true,2026-04-22 12:01:00
bm_tkt_0000091,bm_usr_000022,bm_evt_0022,standard,app,2025-12-29 12:00:00,false,
bm_tkt_0000092,bm_usr_000022,bm_evt_0008,standard,referral,2026-04-28 12:00:00,false,
bm_tkt_0000093,bm_usr_000023,bm_evt_0002,standard,app,2026-03-24 12:00:00,false,
bm_tkt_0000094,bm_usr_000023,bm_evt_0054,free,box_office,2025-11-29 12:00:00,true,2025-12-26 11:25:00
bm_tkt_0000095,bm_usr_000024,bm_evt_0016,standard,app,2026-01-14 12:00:00,true,2026-02-11 12:15:00
bm_tkt_0000096,bm_usr_000025,bm_evt_0053,free,app,2026-06-27 12:00:00,false,
bm_tkt_0000097,bm_usr_000026,bm_evt_0052,free,web,2025-12-25 12:00:00,true,2026-01-05 11:39:00
bm_tkt_0000098,bm_usr_000026,bm_evt_0009,standard,app,2026-07-23 12:00:00,false,
bm_tkt_0000099,bm_usr_000026,bm_evt_0057,free,box_office,2026-04-05 12:00:00,false,
bm_tkt_0000100,bm_usr_000027,bm_evt_0059,free,referral,2026-06-20 12:00:00,false,
bm_tkt_0000101,bm_usr_000027,bm_evt_0006,standard,box_office,2026-04-07 12:00:00,true,2026-04-28 12:07:00
bm_tkt_0000102,bm_usr_000028,bm_evt_0006,standard,box_office,2026-01-24 12:00:00,true,2026-02-06 11:31:00
bm_tkt_0000103,bm_usr_000028,bm_evt_0021,standard,app,2025-12-19 12:00:00,true,2026-01-03 12:03:00
bm_tkt_0000104,bm_usr_000029,bm_evt_0060,standard,box_office,2025-12-11 12:00:00,true,2025-12-24 12:01:00
bm_tkt_0000105,bm_usr_000029,bm_evt_0010,free,app,2025-10-22 12:00:00,false,
bm_tkt_0000106,bm_usr_000030,bm_evt_0019,membership,box_office,2026-07-02 12:00:00,true,2026-07-07 12:04:00
bm_tkt_0000107,bm_usr_000030,bm_evt_0003,free,referral,2026-01-27 12:00:00,true,2026-02-03 11:23:00
bm_tkt_0000108,bm_usr_000030,bm_evt_0030,membership,app,2026-04-04 12:00:00,true,2026-04-13 12:09:00
bm_tkt_0000109,bm_usr_000030,bm_evt_0001,membership,app,2026-03-30 12:00:00,true,2026-04-19 12:15:00
bm_tkt_0000110,bm_usr_000030,bm_evt_0034,membership,box_office,2026-06-14 12:00:00,true,2026-06-28 11:48:00
bm_tkt_0000111,bm_usr_000030,bm_evt_0057,membership,app,2026-04-14 12:00:00,true,2026-04-26 12:08:00
bm_tkt_0000112,bm_usr_000030,bm_evt_0022,membership,referral,2025-12-10 12:00:00,true,2026-01-04 12:02:00
bm_tkt_0000113,bm_usr_000030,bm_evt_0017,free,app,2025-07-13 12:00:00,true,2025-07-16 11:50:00
bm_tkt_0000114,bm_usr_000030,bm_evt_0031,standard,app,2026-01-19 12:00:00,true,2026-02-08 12:13:00
bm_tkt_0000115,bm_usr_000031,bm_evt_0038,standard,box_office,2025-12-03 12:00:00,true,2025-12-20 12:00:00
bm_tkt_0000116,bm_usr_000031,bm_evt_0032,standard,box_office,2026-02-14 12:00:00,true,2026-03-09 11:20:00
bm_tkt_0000117,bm_usr_000032,bm_evt_0053,standard,web,2025-11-22 12:00:00,false,
bm_tkt_0000118,bm_usr_000032,bm_evt_0007,free,web,2025-10-06 12:00:00,true,2025-10-19 12:17:00
bm_tkt_0000119,bm_usr_000032,bm_evt_0054,standard,app,2026-01-11 12:00:00,true,2026-01-22 11:56:00
bm_tkt_0000120,bm_usr_000032,bm_evt_0019,free,referral,2026-01-23 12:00:00,false,
bm_tkt_0000121,bm_usr_000033,bm_evt_0052,standard,box_office,2025-12-31 12:00:00,true,2026-01-04 12:06:00
bm_tkt_0000122,bm_usr_000033,bm_evt_0017,free,box_office,2026-07-11 12:00:00,true,2026-07-26 11:25:00
bm_tkt_0000123,bm_usr_000034,bm_evt_0045,standard,app,2026-04-15 12:00:00,true,2026-04-27 12:10:00
bm_tkt_0000124,bm_usr_000034,bm_evt_0055,standard,box_office,2025-09-04 12:00:00,true,2025-09-17 12:13:00
bm_tkt_0000125,bm_usr_000035,bm_evt_0008,free,box_office,2026-07-02 12:00:00,true,2026-07-12 12:04:00
bm_tkt_0000126,bm_usr_000035,bm_evt_0013,membership,referral,2025-10-23 12:00:00,true,2025-11-15 12:01:00
bm_tkt_0000127,bm_usr_000035,bm_evt_0045,standard,app,2026-01-05 12:00:00,false,
bm_tkt_0000128,bm_usr_000035,bm_evt_0025,free,web,2025-12-30 12:00:00,true,2026-01-05 11:53:00
bm_tkt_0000129,bm_usr_000035,bm_evt_0015,standard,app,2025-12-10 12:00:00,true,2025-12-30 12:19:00
bm_tkt_0000130,bm_usr_000035,bm_evt_0048,standard,box_office,2026-01-07 12:00:00,true,2026-01-27 11:55:00
bm_tkt_0000131,bm_usr_000035,bm_evt_0039,standard,app,2026-02-23 12:00:00,false,
bm_tkt_0000132,bm_usr_000035,bm_evt_0021,standard,app,2026-06-05 12:00:00,true,2026-06-18 11:45:00
bm_tkt_0000133,bm_usr_000036,bm_evt_0030,standard,box_office,2026-06-08 12:00:00,true,2026-06-24 11:49:00
bm_tkt_0000134,bm_usr_000036,bm_evt_0009,standard,app,2025-08-14 12:00:00,true,2025-08-30 12:03:00
bm_tkt_0000135,bm_usr_000036,bm_evt_0052,standard,referral,2026-03-03 12:00:00,false,
bm_tkt_0000136,bm_usr_000037,bm_evt_0047,standard,box_office,2026-01-21 12:00:00,true,2026-02-20 11:59:00
bm_tkt_0000137,bm_usr_000037,bm_evt_0042,free,app,2025-09-15 12:00:00,true,2025-10-15 11:17:00
bm_tkt_0000138,bm_usr_000037,bm_evt_0031,standard,app,2026-01-29 12:00:00,true,2026-02-18 11:55:00
bm_tkt_0000139,bm_usr_000038,bm_evt_0003,standard,app,2025-12-01 12:00:00,false,
bm_tkt_0000140,bm_usr_000038,bm_evt_0024,standard,app,2026-05-12 12:00:00,false,
bm_tkt_0000141,bm_usr_000038,bm_evt_0010,standard,web,2026-07-19 12:00:00,false,
bm_tkt_0000142,bm_usr_000039,bm_evt_0014,membership,box_office,2026-03-24 12:00:00,true,2026-04-19 11:51:00
bm_tkt_0000143,bm_usr_000039,bm_evt_0044,standard,referral,2026-01-11 12:00:00,true,2026-01-25 11:37:00
bm_tkt_0000144,bm_usr_000039,bm_evt_0055,membership,web,2026-05-19 12:00:00,true,2026-06-01 11:26:00
bm_tkt_0000145,bm_usr_000039,bm_evt_0019,membership,app,2026-03-05 12:00:00,true,2026-03-07 11:47:00
bm_tkt_0000146,bm_usr_000039,bm_evt_0047,membership,app,2026-06-15 12:00:00,true,2026-06-24 11:27:00
bm_tkt_0000147,bm_usr_000040,bm_evt_0042,free,referral,2026-05-24 12:00:00,false,
bm_tkt_0000148,bm_usr_000041,bm_evt_0016,membership,box_office,2025-12-31 12:00:00,true,2026-01-09 12:02:00
bm_tkt_0000149,bm_usr_000041,bm_evt_0059,membership,referral,2026-06-07 12:00:00,true,2026-06-22 11:48:00
bm_tkt_0000150,bm_usr_000041,bm_evt_0020,membership,app,2026-03-02 12:00:00,true,2026-03-13 11:22:00
bm_tkt_0000151,bm_usr_000041,bm_evt_0039,membership,referral,2026-07-16 12:00:00,true,2026-08-15 11:29:00
bm_tkt_0000152,bm_usr_000041,bm_evt_0043,membership,app,2026-02-25 12:00:00,true,2026-03-12 12:16:00
bm_tkt_0000153,bm_usr_000041,bm_evt_0012,membership,referral,2026-04-22 12:00:00,true,2026-04-25 11:20:00
bm_tkt_0000154,bm_usr_000042,bm_evt_0034,free,box_office,2026-06-11 12:00:00,false,
bm_tkt_0000155,bm_usr_000042,bm_evt_0027,free,referral,2026-06-27 12:00:00,true,2026-07-07 12:00:00
bm_tkt_0000156,bm_usr_000043,bm_evt_0054,standard,box_office,2026-02-17 12:00:00,true,2026-03-01 12:05:00
bm_tkt_0000157,bm_usr_000043,bm_evt_0019,free,box_office,2026-03-07 12:00:00,true,2026-03-09 11:29:00
bm_tkt_0000158,bm_usr_000043,bm_evt_0036,standard,app,2026-04-21 12:00:00,false,
bm_tkt_0000159,bm_usr_000043,bm_evt_0040,free,referral,2025-12-28 12:00:00,true,2026-01-07 12:15:00
bm_tkt_0000160,bm_usr_000044,bm_evt_0025,standard,app,2026-06-18 12:00:00,true,2026-07-11 11:44:00
bm_tkt_0000161,bm_usr_000044,bm_evt_0037,standard,app,2026-06-21 12:00:00,true,2026-06-29 11:18:00
bm_tkt_0000162,bm_usr_000045,bm_evt_0018,free,box_office,2026-07-17 12:00:00,true,2026-08-02 11:38:00
bm_tkt_0000163,bm_usr_000045,bm_evt_0038,free,web,2026-05-19 12:00:00,false,
bm_tkt_0000164,bm_usr_000045,bm_evt_0005,standard,app,2025-07-30 12:00:00,false,
bm_tkt_0000165,bm_usr_000045,bm_evt_0040,standard,web,2025-07-02 12:00:00,false,
bm_tkt_0000166,bm_usr_000045,bm_evt_0058,standard,app,2025-07-01 12:00:00,false,
bm_tkt_0000167,bm_usr_000046,bm_evt_0001,membership,app,2026-04-11 12:00:00,false,
bm_tkt_0000168,bm_usr_000046,bm_evt_0020,membership,app,2026-03-05 12:00:00,false,
bm_tkt_0000169,bm_usr_000046,bm_evt_0022,standard,app,2026-04-02 12:00:00,true,2026-04-09 11:36:00
bm_tkt_0000170,bm_usr_000046,bm_evt_0025,membership,box_office,2026-02-17 12:00:00,true,2026-02-26 11:36:00
bm_tkt_0000171,bm_usr_000046,bm_evt_0038,membership,referral,2026-03-20 12:00:00,false,
bm_tkt_0000172,bm_usr_000047,bm_evt_0030,standard,referral,2026-01-06 12:00:00,true,2026-01-14 11:35:00
bm_tkt_0000173,bm_usr_000047,bm_evt_0050,free,box_office,2026-07-03 12:00:00,false,
bm_tkt_0000174,bm_usr_000048,bm_evt_0059,standard,box_office,2026-01-02 12:00:00,true,2026-01-03 11:17:00
bm_tkt_0000175,bm_usr_000048,bm_evt_0033,standard,web,2026-05-10 12:00:00,true,2026-05-28 12:14:00
bm_tkt_0000176,bm_usr_000048,bm_evt_0007,standard,web,2026-07-15 12:00:00,false,
bm_tkt_0000177,bm_usr_000049,bm_evt_0047,standard,box_office,2026-03-29 12:00:00,true,2026-04-21 11:54:00
bm_tkt_0000178,bm_usr_000050,bm_evt_0039,standard,referral,2025-10-10 12:00:00,true,2025-10-15 11:24:00
bm_tkt_0000179,bm_usr_000050,bm_evt_0020,free,box_office,2025-10-12 12:00:00,false,
bm_tkt_0000180,bm_usr_000050,bm_evt_0048,free,web,2026-07-21 12:00:00,true,2026-08-05 11:35:00
bm_tkt_0000181,bm_usr_000051,bm_evt_0032,standard,box_office,2026-04-03 12:00:00,true,2026-04-09 11:33:00
bm_tkt_0000182,bm_usr_000052,bm_evt_0049,standard,referral,2026-02-03 12:00:00,false,
bm_tkt_0000183,bm_usr_000052,bm_evt_0016,free,app,2026-02-20 12:00:00,true,2026-03-02 11:35:00
bm_tkt_0000184,bm_usr_000053,bm_evt_0050,free,referral,2026-05-17 12:00:00,false,
bm_tkt_0000185,bm_usr_000053,bm_evt_0032,free,box_office,2026-01-09 12:00:00,false,
bm_tkt_0000186,bm_usr_000053,bm_evt_0037,free,referral,2026-05-03 12:00:00,true,2026-05-14 11:34:00
bm_tkt_0000187,bm_usr_000054,bm_evt_0034,standard,box_office,2026-03-30 12:00:00,true,2026-04-17 11:27:00
bm_tkt_0000188,bm_usr_000055,bm_evt_0037,standard,web,2026-04-11 12:00:00,true,2026-04-15 11:56:00
bm_tkt_0000189,bm_usr_000055,bm_evt_0002,standard,referral,2025-05-24 12:00:00,true,2025-06-13 12:13:00
bm_tkt_0000190,bm_usr_000055,bm_evt_0027,free,box_office,2025-12-19 12:00:00,true,2025-12-21 12:16:00
bm_tkt_0000191,bm_usr_000055,bm_evt_0030,free,web,2026-05-12 12:00:00,false,
bm_tkt_0000192,bm_usr_000055,bm_evt_0043,standard,referral,2026-01-22 12:00:00,true,2026-01-30 11:28:00
bm_tkt_0000193,bm_usr_000056,bm_evt_0060,standard,referral,2026-03-29 12:00:00,true,2026-04-15 11:26:00
bm_tkt_0000194,bm_usr_000057,bm_evt_0039,free,app,2025-10-06 12:00:00,true,2025-10-16 12:17:00
bm_tkt_0000195,bm_usr_000057,bm_evt_0040,free,referral,2026-05-08 12:00:00,false,
bm_tkt_0000196,bm_usr_000057,bm_evt_0045,standard,app,2025-12-15 12:00:00,true,2026-01-07 11:49:00
bm_tkt_0000197,bm_usr_000058,bm_evt_0045,standard,app,2026-05-30 12:00:00,true,2026-06-04 11:22:00
bm_tkt_0000198,bm_usr_000058,bm_evt_0040,standard,box_office,2026-01-10 12:00:00,true,2026-01-12 11:23:00
bm_tkt_0000199,bm_usr_000059,bm_evt_0035,free,app,2026-02-12 12:00:00,true,2026-03-13 11:37:00
bm_tkt_0000200,bm_usr_000059,bm_evt_0053,standard,web,2026-01-08 12:00:00,false,
bm_tkt_0000201,bm_usr_000059,bm_evt_0050,standard,box_office,2025-09-10 12:00:00,true,2025-10-06 12:16:00
bm_tkt_0000202,bm_usr_000059,bm_evt_0046,free,box_office,2025-10-14 12:00:00,false,
bm_tkt_0000203,bm_usr_000060,bm_evt_0024,free,box_office,2026-07-02 12:00:00,true,2026-07-23 11:57:00
bm_tkt_0000204,bm_usr_000060,bm_evt_0055,membership,referral,2026-04-22 12:00:00,false,
bm_tkt_0000205,bm_usr_000060,bm_evt_0048,membership,referral,2026-05-18 12:00:00,true,2026-06-17 11:59:00
bm_tkt_0000206,bm_usr_000060,bm_evt_0004,standard,app,2025-10-23 12:00:00,true,2025-10-25 11:39:00
bm_tkt_0000207,bm_usr_000060,bm_evt_0024,membership,box_office,2026-04-11 12:00:00,true,2026-04-21 12:11:00
bm_tkt_0000208,bm_usr_000060,bm_evt_0007,free,app,2026-02-08 12:00:00,true,2026-02-19 11:43:00
bm_tkt_0000209,bm_usr_000060,bm_evt_0048,standard,referral,2026-06-29 12:00:00,false,
bm_tkt_0000210,bm_usr_000060,bm_evt_0004,membership,web,2026-06-22 12:00:00,true,2026-07-01 11:35:00
bm_tkt_0000211,bm_usr_000060,bm_evt_0043,membership,web,2026-07-06 12:00:00,true,2026-07-28 11:20:00
bm_tkt_0000212,bm_usr_000060,bm_evt_0053,standard,app,2026-05-24 12:00:00,true,2026-06-01 12:00:00
bm_tkt_0000213,bm_usr_000060,bm_evt_0027,membership,referral,2026-01-06 12:00:00,false,
bm_tkt_0000214,bm_usr_000061,bm_evt_0010,standard,referral,2026-07-22 12:00:00,false,
bm_tkt_0000215,bm_usr_000061,bm_evt_0038,free,referral,2026-04-24 12:00:00,false,
bm_tkt_0000216,bm_usr_000062,bm_evt_0031,standard,app,2026-04-24 12:00:00,true,2026-05-08 11:53:00
bm_tkt_0000217,bm_usr_000063,bm_evt_0039,standard,referral,2025-11-01 12:00:00,false,
bm_tkt_0000218,bm_usr_000063,bm_evt_0017,free,app,2026-05-16 12:00:00,true,2026-05-18 11:29:00
bm_tkt_0000219,bm_usr_000063,bm_evt_0060,free,referral,2025-12-24 12:00:00,false,
bm_tkt_0000220,bm_usr_000064,bm_evt_0039,free,app,2025-12-09 12:00:00,true,2025-12-11 11:23:00
bm_tkt_0000221,bm_usr_000064,bm_evt_0055,free,referral,2026-01-14 12:00:00,false,
bm_tkt_0000222,bm_usr_000065,bm_evt_0027,standard,web,2026-05-02 12:00:00,true,2026-05-13 12:04:00
bm_tkt_0000223,bm_usr_000065,bm_evt_0046,free,app,2026-04-15 12:00:00,true,2026-04-20 11:35:00
bm_tkt_0000224,bm_usr_000066,bm_evt_0022,free,web,2026-07-20 12:00:00,true,2026-08-08 11:49:00
bm_tkt_0000225,bm_usr_000066,bm_evt_0015,standard,app,2026-02-19 12:00:00,false,
bm_tkt_0000226,bm_usr_000066,bm_evt_0004,standard,app,2026-02-08 12:00:00,false,
bm_tkt_0000227,bm_usr_000066,bm_evt_0014,standard,referral,2025-11-20 12:00:00,true,2025-12-20 12:20:00
bm_tkt_0000228,bm_usr_000066,bm_evt_0047,membership,box_office,2025-11-01 12:00:00,true,2025-11-29 11:37:00
bm_tkt_0000229,bm_usr_000066,bm_evt_0052,standard,web,2026-02-12 12:00:00,true,2026-03-06 11:52:00
bm_tkt_0000230,bm_usr_000066,bm_evt_0013,membership,app,2026-01-19 12:00:00,true,2026-02-06 12:01:00
bm_tkt_0000231,bm_usr_000066,bm_evt_0040,standard,referral,2026-03-26 12:00:00,true,2026-04-15 12:00:00
bm_tkt_0000232,bm_usr_000066,bm_evt_0022,standard,app,2026-02-14 12:00:00,true,2026-03-15 11:59:00
bm_tkt_0000233,bm_usr_000066,bm_evt_0004,free,referral,2026-06-07 12:00:00,true,2026-07-02 12:09:00
bm_tkt_0000234,bm_usr_000066,bm_evt_0042,free,app,2026-05-01 12:00:00,true,2026-05-10 11:26:00
bm_tkt_0000235,bm_usr_000066,bm_evt_0060,membership,referral,2025-11-26 12:00:00,true,2025-12-17 11:38:00
bm_tkt_0000236,bm_usr_000067,bm_evt_0018,free,app,2026-06-21 12:00:00,true,2026-07-06 11:27:00
