ticket_id,sale_id,event_id,ticket_type,price,checked_in,checked_in_at
ft_tkt_0000061,ft_sal_000032,ft_evt_0027,Preferencial,99000,false,
ft_tkt_0000062,ft_sal_000032,ft_evt_0027,Preferencial,99000,false,
ft_tkt_0000063,ft_sal_000033,ft_evt_0027,General,44000,false,
ft_tkt_0000064,ft_sal_000033,ft_evt_0027,General,44000,false,
ft_tkt_0000065,ft_sal_000033,ft_evt_0027,General,44000,true,2026-07-01 19:52:00
ft_tkt_0000066,ft_sal_000034,ft_evt_0027,Preferencial,89000,true,2026-07-01 20:29:00
ft_tkt_0000067,ft_sal_000034,ft_evt_0027,Preferencial,89000,true,2026-07-01 20:40:00
ft_tkt_0000068,ft_sal_000034,ft_evt_0027,Preferencial,89000,true,2026-07-01 20:53:00
ft_tkt_0000069,ft_sal_000035,ft_evt_0027,Cortesía,0,true,2026-07-01 20:07:00
ft_tkt_0000070,ft_sal_000036,ft_evt_0027,General,60000,true,2026-07-01 20:15:00
ft_tkt_0000071,ft_sal_000037,ft_evt_0027,Preferencial,91000,false,
ft_tkt_0000072,ft_sal_000038,ft_evt_0027,Preferencial,95000,true,2026-07-01 20:11:00
ft_tkt_0000073,ft_sal_000038,ft_evt_0027,Preferencial,95000,true,2026-07-01 20:41:00
ft_tkt_0000074,ft_sal_000039,ft_evt_0027,General,46000,true,2026-07-01 19:57:00
ft_tkt_0000075,ft_sal_000039,ft_evt_0027,General,46000,true,2026-07-01 20:47:00
ft_tkt_0000076,ft_sal_000040,ft_evt_0027,Cortesía,0,false,
ft_tkt_0000077,ft_sal_000040,ft_evt_0027,Cortesía,0,false,
ft_tkt_0000078,ft_sal_000040,ft_evt_0027,Cortesía,0,false,
ft_tkt_0000079,ft_sal_000040,ft_evt_0027,Cortesía,0,true,2026-07-01 20:01:00
ft_tkt_0000080,ft_sal_000041,ft_evt_0027,Cortesía,0,false,
ft_tkt_0000081,ft_sal_000042,ft_evt_0027,General,65000,true,2026-07-01 19:55:00
ft_tkt_0000082,ft_sal_000043,ft_evt_0027,General,44000,true,2026-07-01 20:28:00
ft_tkt_0000083,ft_sal_000043,ft_evt_0027,General,44000,false,
ft_tkt_0000084,ft_sal_000044,ft_evt_0027,General,47000,false,
ft_tkt_0000085,ft_sal_000044,ft_evt_0027,General,47000,false,
ft_tkt_0000086,ft_sal_000044,ft_evt_0027,General,47000,false,
ft_tkt_0000087,ft_sal_000044,ft_evt_0027,General,47000,true,2026-07-01 20:23:00
ft_tkt_0000088,ft_sal_000045,ft_evt_0027,General,62000,false,
ft_tkt_0000089,ft_sal_000046,ft_evt_0027,Cortesía,0,true,2026-07-01 19:49:00
ft_tkt_0000090,ft_sal_000047,ft_evt_0027,General,43000,true,2026-07-01 20:35:00
ft_tkt_0000091,ft_sal_000048,ft_evt_0027,General,58000,true,2026-07-01 20:37:00
ft_tkt_0000092,ft_sal_000048,ft_evt_0027,General,58000,false,
ft_tkt_0000093,ft_sal_000048,ft_evt_0027,General,58000,true,2026-07-01 20:00:00
ft_tkt_0000094,ft_sal_000048,ft_evt_0027,General,58000,false,
ft_tkt_0000095,ft_sal_000049,ft_evt_0027,General,43000,false,
ft_tkt_0000096,ft_sal_000050,ft_evt_0027,Preferencial,96000,true,2026-07-01 19:41:00
ft_tkt_0000097,ft_sal_000050,ft_evt_0027,Preferencial,96000,true,2026-07-01 20:37:00
ft_tkt_0000098,ft_sal_000050,ft_evt_0027,Preferencial,96000,true,2026-07-01 20:49:00
ft_tkt_0000099,ft_sal_000051,ft_evt_0027,Preferencial,93000,true,2026-07-01 20:35:00
ft_tkt_0000100,ft_sal_000052,ft_evt_0027,General,54000,false,
ft_tkt_0000101,ft_sal_000052,ft_evt_0027,General,54000,true,2026-07-01 20:39:00
ft_tkt_0000102,ft_sal_000053,ft_evt_0027,VIP,147000,false,
ft_tkt_0000103,ft_sal_000053,ft_evt_0027,VIP,147000,false,
ft_tkt_0000104,ft_sal_000054,ft_evt_0027,Cortesía,0,true,2026-07-01 19:52:00
ft_tkt_0000105,ft_sal_000055,ft_evt_0027,General,62000,true,2026-07-01 20:15:00
ft_tkt_0000106,ft_sal_000055,ft_evt_0027,General,62000,false,
ft_tkt_0000107,ft_sal_000055,ft_evt_0027,General,62000,true,2026-07-01 19:51:00
ft_tkt_0000108,ft_sal_000055,ft_evt_0027,General,62000,true,2026-07-01 19:55:00
ft_tkt_0000109,ft_sal_000056,ft_evt_0027,General,45000,true,2026-07-01 19:51:00
ft_tkt_0000110,ft_sal_000056,ft_evt_0027,General,45000,true,2026-07-01 19:53:00
ft_tkt_0000111,ft_sal_000056,ft_evt_0027,General,45000,true,2026-07-01 20:17:00
ft_tkt_0000112,ft_sal_000056,ft_evt_0027,General,45000,true,2026-07-01 20:05:00
ft_tkt_0000113,ft_sal_000056,ft_evt_0027,General,45000,true,2026-07-01 20:38:00
ft_tkt_0000114,ft_sal_000056,ft_evt_0027,General,45000,false,
ft_tkt_0000115,ft_sal_000057,ft_evt_0027,VIP,135000,true,2026-07-01 19:53:00
ft_tkt_0000116,ft_sal_000057,ft_evt_0027,VIP,135000,true,2026-07-01 19:44:00
ft_tkt_0000117,ft_sal_000058,ft_evt_0027,General,45000,true,2026-07-01 20:14:00
ft_tkt_0000118,ft_sal_000058,ft_evt_0027,General,45000,false,
ft_tkt_0000119,ft_sal_000058,ft_evt_0027,General,45000,true,2026-07-01 20:28:00
ft_tkt_0000120,ft_sal_000058,ft_evt_0027,General,45000,true,2026-07-01 20:12:00
ft_tkt_0000121,ft_sal_000058,ft_evt_0027,General,45000,false,
ft_tkt_0000122,ft_sal_000058,ft_evt_0027,General,45000,true,2026-07-01 20:30:00
ft_tkt_0000123,ft_sal_000059,ft_evt_0027,General,62000,true,2026-07-01 19:46:00
ft_tkt_0000124,ft_sal_000060,ft_evt_0027,General,64000,false,
ft_tkt_0000125,ft_sal_000060,ft_evt_0027,General,64000,false,
ft_tkt_0000126,ft_sal_000061,ft_evt_0027,Cortesía,0,false,
ft_tkt_0000127,ft_sal_000062,ft_evt_0027,Preferencial,86000,true,2026-07-01 19:51:00
ft_tkt_0000128,ft_sal_000062,ft_evt_0027,Preferencial,86000,true,2026-07-01 20:29:00
ft_tkt_0000129,ft_sal_000062,ft_evt_0027,Preferencial,86000,true,2026-07-01 20:36:00
ft_tkt_0000130,ft_sal_000062,ft_evt_0027,Preferencial,86000,true,2026-07-01 20:28:00
ft_tkt_0000131,ft_sal_000063,ft_evt_0027,General,44000,false,
ft_tkt_0000132,ft_sal_000064,ft_evt_0027,General,45000,true,2026-07-01 20:03:00
ft_tkt_0000133,ft_sal_000064,ft_evt_0027,General,45000,true,2026-07-01 19:57:00
ft_tkt_0000134,ft_sal_000065,ft_evt_0027,General,45000,false,
ft_tkt_0000135,ft_sal_000066,ft_evt_0027,General,60000,true,2026-07-01 20:17:00
ft_tkt_0000136,ft_sal_000066,ft_evt_0027,General,60000,true,2026-07-01 20:47:00
ft_tkt_0000137,ft_sal_000066,ft_evt_0027,General,60000,false,
ft_tkt_0000138,ft_sal_000067,ft_evt_0027,Preferencial,92000,true,2026-07-01 19:43:00
ft_tkt_0000139,ft_sal_000067,ft_evt_0027,Preferencial,92000,true,2026-07-01 20:37:00
ft_tkt_0000140,ft_sal_000068,ft_evt_0027,General,48000,true,2026-07-01 20:48:00
ft_tkt_0000141,ft_sal_000068,ft_evt_0027,General,48000,false,
ft_tkt_0000142,ft_sal_000069,ft_evt_0027,VIP,137000,false,
ft_tkt_0000143,ft_sal_000069,ft_evt_0027,VIP,137000,true,2026-07-01 19:47:00
ft_tkt_0000144,ft_sal_000070,ft_evt_0027,Cortesía,0,true,2026-07-01 20:39:00
ft_tkt_0000145,ft_sal_000070,ft_evt_0027,Cortesía,0,true,2026-07-01 19:42:00
ft_tkt_0000146,ft_sal_000071,ft_evt_0027,General,58000,false,
ft_tkt_0000147,ft_sal_000071,ft_evt_0027,General,58000,true,2026-07-01 19:52:00
ft_tkt_0000148,ft_sal_000072,ft_evt_0027,General,57000,true,2026-07-01 20:36:00
ft_tkt_0000149,ft_sal_000072,ft_evt_0027,General,57000,true,2026-07-01 20:54:00
ft_tkt_0000150,ft_sal_000073,ft_evt_0027,General,60000,false,
ft_tkt_0000151,ft_sal_000074,ft_evt_0018,General,45000,true,2026-07-02 20:19:00
ft_tkt_0000152,ft_sal_000074,ft_evt_0018,General,45000,true,2026-07-02 20:21:00
ft_tkt_0000153,ft_sal_000075,ft_evt_0018,Preferencial,97000,true,2026-07-02 19:50:00
ft_tkt_0000154,ft_sal_000075,ft_evt_0018,Preferencial,97000,true,2026-07-02 19:36:00
ft_tkt_0000155,ft_sal_000076,ft_evt_0018,Preferencial,101000,true,2026-07-02 19:15:00
ft_tkt_0000156,ft_sal_000077,ft_evt_0018,Preferencial,98000,true,2026-07-02 19:59:00
ft_tkt_0000157,ft_sal_000077,ft_evt_0018,Preferencial,98000,false,
ft_tkt_0000158,ft_sal_000077,ft_evt_0018,Preferencial,98000,false,
ft_tkt_0000159,ft_sal_000077,ft_evt_0018,Preferencial,98000,true,2026-07-02 20:21:00
ft_tkt_0000160,ft_sal_000078,ft_evt_0018,Cortesía,0,true,2026-07-02 19:17:00
ft_tkt_0000161,ft_sal_000078,ft_evt_0018,Cortesía,0,false,
ft_tkt_0000162,ft_sal_000078,ft_evt_0018,Cortesía,0,false,
ft_tkt_0000163,ft_sal_000079,ft_evt_0018,General,46000,true,2026-07-02 20:17:00
ft_tkt_0000164,ft_sal_000080,ft_evt_0018,General,47000,false,
ft_tkt_0000165,ft_sal_000080,ft_evt_0018,General,47000,true,2026-07-02 19:44:00
ft_tkt_0000166,ft_sal_000081,ft_evt_0018,General,60000,true,2026-07-02 19:25:00
ft_tkt_0000167,ft_sal_000081,ft_evt_0018,General,60000,false,
ft_tkt_0000168,ft_sal_000082,ft_evt_0018,General,46000,true,2026-07-02 19:13:00
ft_tkt_0000169,ft_sal_000082,ft_evt_0018,General,46000,false,
ft_tkt_0000170,ft_sal_000082,ft_evt_0018,General,46000,true,2026-07-02 20:00:00
ft_tkt_0000171,ft_sal_000082,ft_evt_0018,General,46000,true,2026-07-02 19:26:00
ft_tkt_0000172,ft_sal_000083,ft_evt_0018,Preferencial,100000,true,2026-07-02 19:28:00
ft_tkt_0000173,ft_sal_000084,ft_evt_0018,General,65000,false,
ft_tkt_0000174,ft_sal_000084,ft_evt_0018,General,65000,true,2026-07-02 20:23:00
ft_tkt_0000175,ft_sal_000085,ft_evt_0018,General,41000,true,2026-07-02 19:13:00
ft_tkt_0000176,ft_sal_000086,ft_evt_0018,General,45000,true,2026-07-02 19:20:00
ft_tkt_0000177,ft_sal_000087,ft_evt_0018,Preferencial,97000,true,2026-07-02 20:14:00
ft_tkt_0000178,ft_sal_000088,ft_evt_0018,General,47000,true,2026-07-02 20:23:00
ft_tkt_0000179,ft_sal_000089,ft_evt_0018,General,55000,true,2026-07-02 20:24:00
ft_tkt_0000180,ft_sal_000089,ft_evt_0018,General,55000,true,2026-07-02 20:02:00
ft_tkt_0000181,ft_sal_000090,ft_evt_0018,Cortesía,0,false,
ft_tkt_0000182,ft_sal_000091,ft_evt_0018,General,45000,true,2026-07-02 19:28:00
ft_tkt_0000183,ft_sal_000091,ft_evt_0018,General,45000,false,
ft_tkt_0000184,ft_sal_000092,ft_evt_0018,General,56000,true,2026-07-02 19:20:00
ft_tkt_0000185,ft_sal_000092,ft_evt_0018,General,56000,false,
ft_tkt_0000186,ft_sal_000093,ft_evt_0018,General,59000,false,
ft_tkt_0000187,ft_sal_000094,ft_evt_0018,General,59000,true,2026-07-02 20:22:00
ft_tkt_0000188,ft_sal_000095,ft_evt_0018,General,44000,true,2026-07-02 19:29:00
ft_tkt_0000189,ft_sal_000096,ft_evt_0018,General,45000,true,2026-07-02 19:39:00
ft_tkt_0000190,ft_sal_000097,ft_evt_0018,VIP,145000,true,2026-07-02 19:13:00
ft_tkt_0000191,ft_sal_000098,ft_evt_0018,Preferencial,101000,true,2026-07-02 20:13:00
ft_tkt_0000192,ft_sal_000099,ft_evt_0018,General,61000,false,
ft_tkt_0000193,ft_sal_000099,ft_evt_0018,General,61000,true,2026-07-02 19:11:00
ft_tkt_0000194,ft_sal_000100,ft_evt_0018,VIP,132000,true,2026-07-02 19:13:00
ft_tkt_0000195,ft_sal_000100,ft_evt_0018,VIP,132000,true,2026-07-02 19:55:00
ft_tkt_0000196,ft_sal_000100,ft_evt_0018,VIP,132000,true,2026-07-02 20:15:00
ft_tkt_0000197,ft_sal_000100,ft_evt_0018,VIP,132000,true,2026-07-02 19:43:00
ft_tkt_0000198,ft_sal_000100,ft_evt_0018,VIP,132000,true,2026-07-02 19:45:00
ft_tkt_0000199,ft_sal_000100,ft_evt_0018,VIP,132000,true,2026-07-02 19:26:00
ft_tkt_0000200,ft_sal_000101,ft_evt_0018,General,48000,true,2026-07-02 19:59:00
ft_tkt_0000201,ft_sal_000101,ft_evt_0018,General,48000,true,2026-07-02 20:07:00
ft_tkt_0000202,ft_sal_000102,ft_evt_0018,General,43000,false,
ft_tkt_0000203,ft_sal_000102,ft_evt_0018,General,43000,false,
ft_tkt_0000204,ft_sal_000103,ft_evt_0018,General,45000,true,2026-07-02 19:14:00
ft_tkt_0000205,ft_sal_000103,ft_evt_0018,General,45000,true,2026-07-02 20:10:00
ft_tkt_0000206,ft_sal_000104,ft_evt_0018,Cortesía,0,true,2026-07-02 19:12:00
ft_tkt_0000207,ft_sal_000104,ft_evt_0018,Cortesía,0,true,2026-07-02 19:23:00
ft_tkt_0000208,ft_sal_000104,ft_evt_0018,Cortesía,0,false,
ft_tkt_0000209,ft_sal_000105,ft_evt_0018,Preferencial,93000,false,
ft_tkt_0000210,ft_sal_000105,ft_evt_0018,Preferencial,93000,false,
ft_tkt_0000211,ft_sal_000106,ft_evt_0018,General,47000,true,2026-07-02 19:38:00
ft_tkt_0000212,ft_sal_000107,ft_evt_0018,General,41000,false,
ft_tkt_0000213,ft_sal_000107,ft_evt_0018,General,41000,true,2026-07-02 20:02:00
ft_tkt_0000214,ft_sal_000107,ft_evt_0018,General,41000,true,2026-07-02 19:17:00
ft_tkt_0000215,ft_sal_000108,ft_evt_0018,General,48000,true,2026-07-02 20:02:00
ft_tkt_0000216,ft_sal_000108,ft_evt_0018,General,48000,true,2026-07-02 19:28:00
ft_tkt_0000217,ft_sal_000109,ft_evt_0018,Preferencial,88000,false,
ft_tkt_0000218,ft_sal_000110,ft_evt_0018,General,60000,true,2026-07-02 19:27:00
ft_tkt_0000219,ft_sal_000110,ft_evt_0018,General,60000,true,2026-07-02 20:16:00
ft_tkt_0000220,ft_sal_000111,ft_evt_0018,Preferencial,91000,false,
ft_tkt_0000221,ft_sal_000112,ft_evt_0018,Preferencial,95000,true,2026-07-02 19:41:00
ft_tkt_0000222,ft_sal_000112,ft_evt_0018,Preferencial,95000,true,2026-07-02 19:56:00
ft_tkt_0000223,ft_sal_000113,ft_evt_0018,Preferencial,100000,true,2026-07-02 19:29:00
ft_tkt_0000224,ft_sal_000113,ft_evt_0018,Preferencial,100000,true,2026-07-02 20:20:00
ft_tkt_0000225,ft_sal_000113,ft_evt_0018,Preferencial,100000,true,2026-07-02 19:16:00
ft_tkt_0000226,ft_sal_000114,ft_evt_0018,General,42000,false,
ft_tkt_0000227,ft_sal_000115,ft_evt_0018,Preferencial,86000,true,2026-07-02 20:08:00
ft_tkt_0000228,ft_sal_000115,ft_evt_0018,Preferencial,86000,true,2026-07-02 20:08:00
ft_tkt_0000229,ft_sal_000116,ft_evt_0018,General,42000,true,2026-07-02 20:07:00
ft_tkt_0000230,ft_sal_000117,ft_evt_0018,General,61000,false,
ft_tkt_0000231,ft_sal_000117,ft_evt_0018,General,61000,false,
ft_tkt_0000232,ft_sal_000118,ft_evt_0018,General,41000,true,2026-07-02 20:18:00
ft_tkt_0000233,ft_sal_000119,ft_evt_0018,Preferencial,92000,true,2026-07-02 19:18:00
ft_tkt_0000234,ft_sal_000119,ft_evt_0018,Preferencial,92000,false,
ft_tkt_0000235,ft_sal_000120,ft_evt_0018,Preferencial,90000,false,
ft_tkt_0000236,ft_sal_000120,ft_evt_0018,Preferencial,90000,false,
ft_tkt_0000237,ft_sal_000120,ft_evt_0018,Preferencial,90000,true,2026-07-02 20:19:00
ft_tkt_0000238,ft_sal_000120,ft_evt_0018,Preferencial,90000,true,2026-07-02 19:36:00
ft_tkt_0000239,ft_sal_000121,ft_evt_0018,VIP,138000,true,2026-07-02 19:39:00
ft_tkt_0000240,ft_sal_000121,ft_evt_0018,VIP,138000,true,2026-07-02 19:28:00
ft_tkt_0000241,ft_sal_000122,ft_evt_0018,Preferencial,88000,true,2026-07-02 19:36:00
ft_tkt_0000242,ft_sal_000123,ft_evt_0018,General,47000,true,2026-07-02 20:08:00
ft_tkt_0000243,ft_sal_000123,ft_evt_0018,General,47000,true,2026-07-02 19:42:00
ft_tkt_0000244,ft_sal_000124,ft_evt_0018,General,42000,true,2026-07-02 19:53:00
ft_tkt_0000245,ft_sal_000125,ft_evt_0018,Cortesía,0,true,2026-07-02 19:46:00
ft_tkt_0000246,ft_sal_000126,ft_evt_0018,General,42000,false,
ft_tkt_0000247,ft_sal_000127,ft_evt_0018,VIP,136000,true,2026-07-02 19:23:00
ft_tkt_0000248,ft_sal_000128,ft_evt_0018,VIP,139000,true,2026-07-02 19:19:00
ft_tkt_0000249,ft_sal_000128,ft_evt_0018,VIP,139000,false,
ft_tkt_0000250,ft_sal_000129,ft_evt_0018,Preferencial,96000,true,2026-07-02 20:09:00
ft_tkt_0000251,ft_sal_000129,ft_evt_0018,Preferencial,96000,true,2026-07-02 19:43:00
ft_tkt_0000252,ft_sal_000129,ft_evt_0018,Preferencial,96000,true,2026-07-02 19:36:00
ft_tkt_0000253,ft_sal_000130,ft_evt_0018,General,46000,false,
ft_tkt_0000254,ft_sal_000130,ft_evt_0018,General,46000,true,2026-07-02 19:29:00
ft_tkt_0000255,ft_sal_000131,ft_evt_0018,VIP,141000,false,
ft_tkt_0000256,ft_sal_000132,ft_evt_0018,General,44000,true,2026-07-02 20:01:00
ft_tkt_0000257,ft_sal_000132,ft_evt_0018,General,44000,false,
ft_tkt_0000258,ft_sal_000133,ft_evt_0018,General,55000,false,
ft_tkt_0000259,ft_sal_000134,ft_evt_0018,General,45000,true,2026-07-02 20:14:00
ft_tkt_0000260,ft_sal_000135,ft_evt_0018,General,60000,true,2026-07-02 19:37:00
ft_tkt_0000261,ft_sal_000136,ft_evt_0018,General,58000,false,
ft_tkt_0000262,ft_sal_000136,ft_evt_0018,General,58000,true,2026-07-02 19:59:00
ft_tkt_0000263,ft_sal_000137,ft_evt_0018,General,44000,false,
ft_tkt_0000264,ft_sal_000138,ft_evt_0018,General,65000,true,2026-07-02 20:10:00
ft_tkt_0000265,ft_sal_000139,ft_evt_0018,General,43000,true,2026-07-02 19:19:00
ft_tkt_0000266,ft_sal_000139,ft_evt_0018,General,43000,true,2026-07-02 20:18:00
ft_tkt_0000267,ft_sal_000140,ft_evt_0018,General,43000,true,2026-07-02 20:07:00
ft_tkt_0000268,ft_sal_000140,ft_evt_0018,General,43000,false,
ft_tkt_0000269,ft_sal_000141,ft_evt_0018,General,43000,true,2026-07-02 19:37:00
ft_tkt_0000270,ft_sal_000142,ft_evt_0018,General,44000,true,2026-07-02 20:06:00
ft_tkt_0000271,ft_sal_000142,ft_evt_0018,General,44000,true,2026-07-02 19:30:00
ft_tkt_0000272,ft_sal_000142,ft_evt_0018,General,44000,false,
ft_tkt_0000273,ft_sal_000143,ft_evt_0018,General,44000,true,2026-07-02 20:22:00
ft_tkt_0000274,ft_sal_000143,ft_evt_0018,General,44000,true,2026-07-02 20:23:00
ft_tkt_0000275,ft_sal_000144,ft_evt_0018,General,42000,true,2026-07-02 19:58:00
ft_tkt_0000276,ft_sal_000145,ft_evt_0018,Preferencial,94000,true,2026-07-02 20:08:00
ft_tkt_0000277,ft_sal_000145,ft_evt_0018,Preferencial,94000,true,2026-07-02 19:54:00
ft_tkt_0000278,ft_sal_000146,ft_evt_0018,General,46000,true,2026-07-02 20:16:00
ft_tkt_0000279,ft_sal_000147,ft_evt_0018,General,65000,false,
ft_tkt_0000280,ft_sal_000148,ft_evt_0018,General,39000,true,2026-07-02 19:23:00
ft_tkt_0000281,ft_sal_000148,ft_evt_0018,General,39000,false,
ft_tkt_0000282,ft_sal_000149,ft_evt_0018,VIP,133000,true,2026-07-02 19:59:00
ft_tkt_0000283,ft_sal_000149,ft_evt_0018,VIP,133000,true,2026-07-02 19:56:00
ft_tkt_0000284,ft_sal_000150,ft_evt_0018,Cortesía,0,false,
ft_tkt_0000285,ft_sal_000151,ft_evt_0018,Preferencial,92000,true,2026-07-02 20:07:00
ft_tkt_0000286,ft_sal_000151,ft_evt_0018,Preferencial,92000,true,2026-07-02 20:00:00
ft_tkt_0000287,ft_sal_000152,ft_evt_0018,Preferencial,89000,true,2026-07-02 20:20:00
ft_tkt_0000288,ft_sal_000152,ft_evt_0018,Preferencial,89000,false,
ft_tkt_0000289,ft_sal_000152,ft_evt_0018,Preferencial,89000,false,
ft_tkt_0000290,ft_sal_000153,ft_evt_0018,Preferencial,93000,false,
ft_tkt_0000291,ft_sal_000154,ft_evt_0018,General,46000,false,
ft_tkt_0000292,ft_sal_000154,ft_evt_0018,General,46000,true,2026-07-02 20:07:00
ft_tkt_0000293,ft_sal_000154,ft_evt_0018,General,46000,true,2026-07-02 19:45:00
ft_tkt_0000294,ft_sal_000155,ft_evt_0018,General,41000,true,2026-07-02 19:48:00
ft_tkt_0000295,ft_sal_000155,ft_evt_0018,General,41000,true,2026-07-02 20:24:00
ft_tkt_0000296,ft_sal_000156,ft_evt_0018,Preferencial,93000,false,
ft_tkt_0000297,ft_sal_000156,ft_evt_0018,Preferencial,93000,false,
ft_tkt_0000298,ft_sal_000156,ft_evt_0018,Preferencial,93000,false,
ft_tkt_0000299,ft_sal_000157,ft_evt_0018,VIP,142000,true,2026-07-02 20:10:00
ft_tkt_0000300,ft_sal_000157,ft_evt_0018,VIP,142000,true,2026-07-02 19:56:00
