sale_id,boom_user_id,confidence,match_method,match_weight,decision,candidate_count,exact_email_candidate,exact_phone_candidate,exact_contact_conflict,top_candidate,top_raw_confidence,runner_up_candidate,runner_up_confidence,runner_up_email_score,runner_up_phone_score,runner_up_name_score,confidence_margin,email_score,phone_score,name_score,alias_signals,alias_source
ft_sal_000024,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000029,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000031,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000032,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000034,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000036,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000037,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000040,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000041,SIN_MATCH,0.0,EVIDENCIA_INSUFICIENTE,0.0,EVIDENCIA_INSUFICIENTE,1,SIN_MATCH,bm_usr_005310,False,bm_usr_005310,0.58,SIN_MATCH,0.0,0.0,0.0,0.0,0.58,0.0,1.0,0.381,0,NO_APLICA
ft_sal_000042,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000043,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000044,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000049,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000056,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000066,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000069,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000073,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000075,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000077,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000081,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000083,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000084,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000086,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000087,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000088,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000090,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000096,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000097,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000098,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000099,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000109,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000110,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000116,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000120,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000122,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000123,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000125,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000126,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000128,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000129,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000130,SIN_MATCH,0.0,EVIDENCIA_INSUFICIENTE,0.0,EVIDENCIA_INSUFICIENTE,2,bm_usr_001749,bm_usr_004325,True,bm_usr_004325,0.58,bm_usr_001749,0.58,1.0,0.0,0.3529,0.0,0.0,1.0,0.3871,0,NO_APLICA
ft_sal_000135,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000137,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000140,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000143,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000144,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000148,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000149,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000150,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000151,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000152,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000154,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000157,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000161,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000166,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000168,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000170,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000171,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000176,SIN_MATCH,0.0,AMBIGUO,0.0,AMBIGUO,2,SIN_MATCH,SIN_MATCH,False,bm_usr_002240,0.97,bm_usr_001350,0.92,0.9,0.0,1.0,0.05,0.9,0.9,1.0,0,NO_APLICA
ft_sal_000186,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000195,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000197,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000202,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000203,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000204,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000205,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000212,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000213,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000215,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000218,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000220,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000222,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000223,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000230,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000233,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000234,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000235,SIN_MATCH,0.0,SIN_CANDIDATO_DE_CONTACTO,0.0,SIN_CANDIDATO_DE_CONTACTO,0,SIN_MATCH,SIN_MATCH,False,SIN_MATCH,0.0,SIN_MATCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NO_APLICA
ft_sal_000239,SIN_MATCH,0.0,AMBIGUO,0.0,AMBIGUO,2,bm_usr_004514,SIN_MATCH,False,bm_usr_004739,0.97,bm_usr_004514,0.96,1.0,0.0,0.96,0.01,0.9,0.9,1.0,0,NO_APLICA
